Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-04-15 00:00:00,-200,1036,-200,4.66358706081456,-200,1033.75,-200,1364,993.25,12.299999952316,57.64999961853,0.822277116617156
2004-04-15 01:00:00,-200,942.75,-200,3.12071281316123,-200,1162.5,-200,1296.5,862,11.574999809265,58.75,0.799617011756275
2004-04-15 02:00:00,-200,899.25,-200,2.09710498172778,-200,1242.75,-200,1259,815.25,10.650000095367,62.324998855591,0.798782183704132
2004-04-15 03:00:00,-200,889.25,-200,1.67790196055781,-200,1330.75,-200,1240.75,713.75,10.200000047684,63.199999809265,0.786539023508497
2004-04-15 04:00:00,-200,846.75,-200,1.29082973703828,-200,1416.25,-200,1216,682,10.474999904633,61.25,0.776092785684173
2004-04-15 05:00:00,-200,917.75,-200,2.57793219937785,-200,1255,-200,1297.5,743.75,9.2999999523163,65.824998855591,0.772229173204461
2004-04-15 06:00:00,-200,1105,-200,7.93497735604818,-200,905.75,-200,1510.25,1049.75,9.125,67.375,0.781354358297118
2004-04-15 07:00:00,-200,1490.5,-200,21.3957059867842,-200,624.75,-200,2001.25,1522,10.200000047684,62.925001144409,0.783116599743073
2004-04-15 08:00:00,-200,1507.75,-200,22.1396934882282,-200,608.75,-200,2033.5,1623,11.599999904633,58.675000190735,0.799890473920713
2004-04-15 09:00:00,3.9,1489.25,536,19.061891730528,309,633.25,114,1888.5,1637.75,13.450000047684,53.375,0.8196274874931
2004-04-15 10:00:00,3.8,1451.25,481,17.3135964273409,327,661.25,127,1803.75,1633.25,15.025000095367,49.27499961853,0.836368629042867
2004-04-15 11:00:00,3.8,1454.25,460,17.5080715714398,299,660.5,135,1808.75,1654.25,17.050000190735,42.125,0.811962318001138
2004-04-15 12:00:00,3.9,1392.25,597,16.985953329637,257,689.25,135,1791.75,1559,18.449999809265,36.900000572205,0.775807174561387
2004-04-15 13:00:00,3.5,1350.5,465,16.985953329637,195,708.75,120,1782.5,1374,19.250000476837,35.425000190735,0.782412591457691
2004-04-15 14:00:00,4,1417.5,542,19.4768546774715,231,680.75,129,1890,1418,19.150000095367,35.650000572205,0.782559004491463
2004-04-15 15:00:00,3,1303,437,14.8071487392745,170,748.25,114,1734.25,1228.25,21.474999904633,30.35000038147,0.767693671107299
2004-04-15 16:00:00,3.1,1292.25,383,13.965379207809,192,746.25,129,1676,1292.75,19.575000286102,34.64999961853,0.780708533218177
2004-04-15 17:00:00,5.2,1560,778,24.3777406814721,251,593.5,149,2046,1642.25,19.60000038147,35.52499961853,0.801650582823059
2004-04-15 18:00:00,5.9,1765,926,28.1437091620091,289,533,149,2270.75,1895,18.27499961853,44.14999961853,0.918251232337687
2004-04-15 19:00:00,7.3,1874.5,1189,33.7468200309759,351,482,158,2445.75,2086,17.374999523163,47.75,0.939205953063574
2004-04-15 20:00:00,6.1,1746.25,824,24.1925989710507,319,552.5,148,2119.25,1897.75,16.800000190735,49.775000572205,0.944563393233659
2004-04-15 21:00:00,4.6,1606.5,660,19.7526362512304,264,587.25,134,1960,1758,16.200000286102,53.199999809265,0.972346317292166
2004-04-15 22:00:00,2.5,1277,203,9.31281843867851,144,802.25,111,1606.75,1284,14.875,59.050000190735,0.992817375044817
2004-04-15 23:00:00,2.2,1206.5,136,7.25246168751516,119,877.25,106,1532.25,1075.25,13.924999713898,64,1.01303781408985
2004-04-16 00:00:00,2,1208.5,114,7.13644230288011,120,881.75,108,1547.25,1084.25,13.674999952316,66.825000762939,1.04102238088578
2004-04-16 01:00:00,1.9,1188.5,110,6.71412954181095,96,886.75,93,1565.5,1048.75,13.449999809265,69.60000038147,1.06877887723893
2004-04-16 02:00:00,1.6,1131.75,127,5.95612234366565,77,899,83,1532,1021.25,12.849999904633,71.949998855591,1.06319954738275
2004-04-16 03:00:00,1,974.25,68,2.72959159600118,-200,1159,-200,1387,778,12.900000095367,68.5,1.01547319521631
2004-04-16 04:00:00,1,1032.75,70,3.56828651725984,63,1029.5,69,1419.75,947.5,11.874999761581,74.800001144409,1.0380226469522
2004-04-16 05:00:00,1.2,1074.5,93,5.3644844314151,97,941,77,1504.75,988,11.599999904633,76.400001525879,1.04152762214611
2004-04-16 06:00:00,2,1241.75,179,10.0033136252635,180,777.5,87,1685.5,1184.25,11.700000047684,75.250001907349,1.03251360272249
2004-04-16 07:00:00,4.5,1656.75,523,23.2376704868177,352,579,109,2175.75,1600.25,12.75,71.02499961853,1.0428119031823
2004-04-16 08:00:00,4.1,1405.75,546,18.6507447120527,279,636,116,1890.25,1494.75,13.799999952316,61.099999427795,0.959458306111512
2004-04-16 09:00:00,2.6,1149.75,251,9.8635321296211,186,827.25,105,1590,1187.75,15.300000190735,51.449999809265,0.888590529225508
2004-04-16 10:00:00,2.3,1184.25,222,10.1506498652041,169,822.5,106,1604.25,1165.5,16.624999761581,48.724999427795,0.914579411268493
2004-04-16 11:00:00,2.6,1223,212,10.9842931377168,172,780.75,108,1666,1218.5,17.624999523163,46.675001144409,0.932440490453513
2004-04-16 12:00:00,2.4,1195.5,263,10.509359824547,127,802,100,1643.5,1128,19.249999523163,42.674999237061,0.942539297330425
2004-04-16 13:00:00,4.3,1559.25,535,18.9390228139821,230,652.75,149,2046.5,1373.25,15.72500038147,62.525000572205,1.10918119269116
2004-04-16 14:00:00,4.6,1543.75,609,18.9302594271155,280,612.5,148,2065.75,1415.25,14.5,75.675001144409,1.24245020959447
2004-04-16 15:00:00,4,1485.3333333333,449,17.451606661977,242,650.33333333333,126,1980,1302,14.433333396912,77.399998982747,1.26540489642328
2004-04-16 16:00:00,4.7,1498,536,17.6609150487629,250,649.25,140,1962.5,1308,14.625000238419,74.875,1.23910286088012
2004-04-16 17:00:00,5.7,1593.25,743,22.9991235841692,309,581.75,142,2158.75,1448.5,14.625,75.97500038147,1.25730669655767
2004-04-16 18:00:00,5.2,1528.5,575,20.4447799792646,270,626.75,141,2083.25,1384.75,14.049999952316,76.25,1.2165873934813
2004-04-16 19:00:00,6.4,1689,783,26.8085713345972,323,560,149,2298.25,1491.75,13.875,77.97500038147,1.23031727695854
2004-04-16 20:00:00,6,1535.25,706,19.9493542369401,307,627.25,140,2038.75,1379.5,13.775000095367,78,1.22288885682022
2004-04-16 21:00:00,3.4,1303.75,299,12.5137604403864,224,736.75,117,1811,1166.75,13.5,79.350002288818,1.22240081810612
2004-04-16 22:00:00,2.7,1234.5,159,9.60616640246024,166,803,103,1679.5,1094.75,13.075000047684,80.14999961853,1.20158974576611
2004-04-16 23:00:00,3.1,1281.25,171,9.9699562678807,171,794.25,99,1695.25,1104.5,12.775000095367,81.02499961853,1.1915472720137
2004-04-17 00:00:00,2.6,1167,162,8.1173138401679,169,845.5,100,1627.25,1051,12.725000143051,80.625,1.18186222718166
2004-04-17 01:00:00,2.2,1133.75,111,7.13644230288011,120,868.5,88,1598.75,1009,12.525000095367,81.799999237061,1.18376385638821
2004-04-17 02:00:00,1.9,1099.75,134,6.37429750967153,103,886.75,83,1564.75,971.75,12.650000095367,81.224998474121,1.18493150508358
2004-04-17 03:00:00,-200,1056.75,-200,5.09111847589396,-200,958.25,-200,1527.25,883.75,12.424999713898,82.39999961853,1.18479541785797
2004-04-17 04:00:00,-200,901.5,-200,2.99584317196405,-200,1157.75,-200,1437.25,661.25,12.600000143051,79.900001525879,1.16186049962807
2004-04-17 05:00:00,-200,981.75,-200,4.23824794711702,-200,1055,-200,1507.5,773.75,12.775000095367,79.974998474121,1.1761060377635
2004-04-17 06:00:00,-200,996.75,-200,5.10113431794159,-200,1001.75,-200,1523.5,868.25,12.575000047684,79.875,1.15963073166067
2004-04-17 07:00:00,-200,1141,-200,8.07461074589091,-200,904.75,-200,1672.25,965.25,12.549999952316,79.600002288818,1.15378117444237
2004-04-17 08:00:00,-200,1163.25,-200,8.75671818134289,-200,848.5,-200,1691.25,985.25,12.75,80.800001144409,1.18633162158512
2004-04-17 09:00:00,-200,1106.5,-200,7.15379434600726,-200,911.25,-200,1604.25,963.25,13.450000047684,78.125,1.19968894539388
2004-04-17 10:00:00,-200,1227.75,-200,9.24815729916871,-200,837.5,-200,1705.75,1068.75,14.575000286102,74.85000038147,1.23476726593356
2004-04-17 11:00:00,-200,1033,-200,5.95612234366565,-200,968.75,-200,1526.25,863.5,16.825000286102,61.025001525879,1.15986054878135
2004-04-17 12:00:00,-200,983.5,-200,4.98149872033296,-200,1053.75,-200,1472,641.25,18.800000190735,50.125,1.07685718531526
2004-04-17 13:00:00,-200,1066.25,-200,7.52232671074641,-200,938.75,-200,1535.75,739.5,19.325000286102,47.074999809265,1.04451913224191
2004-04-17 14:00:00,-200,926,-200,3.93741727766051,-200,1130.25,-200,1428.75,531.5,19.25,46.625,1.02978082743472
2004-04-17 15:00:00,-200,978.5,-200,5.01129410974165,-200,1054.25,-200,1461.5,572,19.700000286102,44.39999961853,1.00807815173059
2004-04-17 16:00:00,-200,992.5,-200,5.3901039395437,-200,1032.75,-200,1482,629.5,19.349999904633,45.724999427795,1.01612291495171
2004-04-17 17:00:00,-200,969.75,-200,4.99638694620094,-200,1042.75,-200,1462,607.5,17.900000095367,49.875,1.01351591063398
2004-04-17 18:00:00,-200,997,-200,5.49827350905706,-200,1014,-200,1481.5,644.25,16.925000190735,53.224999427795,1.01794666755678
2004-04-17 19:00:00,-200,1096.75,-200,7.82041217339248,-200,908.5,-200,1594.25,833,16.075000286102,55.97500038147,1.01507213459754
2004-04-17 20:00:00,-200,1105.25,-200,8.20300792491666,-200,899.75,-200,1566.25,923.25,16.549999713898,52.77499961853,0.985962136646108
2004-04-17 21:00:00,-200,992.75,-200,5.27268549381786,-200,1022,-200,1481.5,790,16.875,51.10000038147,0.974259836718496
2004-04-17 22:00:00,-200,1135.75,-200,7.91684090449118,-200,918.75,-200,1622.75,960.5,16.974999904633,50.825000762939,0.975083340516912
2004-04-17 23:00:00,-200,1296.75,-200,10.6872691837726,-200,797.5,-200,1700.25,1176.75,16.89999961853,54.75,1.0454801627434
2004-04-18 00:00:00,-200,1110.25,-200,6.94675717814498,-200,897,-200,1568.25,943.25,16.25,57.22500038147,1.04919673854929
2004-04-18 01:00:00,-200,1026.5,-200,6.31930644980548,-200,941.5,-200,1528.5,742,16.025000333786,56.22500038147,1.01640976079519
2004-04-18 02:00:00,-200,1024.25,-200,5.63869272043739,-200,982.25,-200,1501.25,704.75,15.625,60.22500038147,1.06167507231037
2004-04-18 03:00:00,-200,991.75,-200,5.3901039395437,-200,988,-200,1526.75,662.5,14.625,68.174999237061,1.12822484564906
2004-04-18 04:00:00,-200,928.5,-200,3.19011070296679,-200,1143.75,-200,1448.75,536.25,14.275000095367,69.550001144409,1.12568536653074
2004-04-18 05:00:00,-200,891.75,-200,1.93524474554653,-200,1308.5,-200,1396,441.25,13.824999809265,71.925001144409,1.13124630403802
2004-04-18 06:00:00,-200,895.25,-200,2.33941619508671,-200,1267.75,-200,1410.25,477,13.774999856949,72.72500038147,1.14018706700242
2004-04-18 07:00:00,-200,915.25,-200,2.39358116485858,-200,1266,-200,1411,506,14.174999952316,72.325000762939,1.16317932754363
2004-04-18 08:00:00,-200,947.25,-200,2.9480911901525,-200,1154.25,-200,1458.75,608,14.474999904633,72.89999961853,1.19499181174726
2004-04-18 09:00:00,-200,1031.5,-200,4.1920614157232,-200,1052,-200,1545.5,663,14.225000143051,75.625,1.22012600904456
2004-04-18 10:00:00,-200,1218.5,-200,6.810174913241,-200,900.75,-200,1664,912.25,14.525000095367,77.200000762939,1.26950055871587
2004-04-18 11:00:00,-200,1216.5,-200,7.26993335753569,-200,872.75,-200,1660.25,963.25,14.875,74.52499961853,1.25300108818787
2004-04-18 12:00:00,-200,1096.5,-200,5.30321007245831,-200,980.25,-200,1565.25,802.5,15.5,67.35000038147,1.1779647095368
2004-04-18 13:00:00,-200,937.75,-200,3.36015093989502,-200,1136.25,-200,1432.75,563.75,16.674999713898,56,1.05442429183914
2004-04-18 14:00:00,-200,943.5,-200,3.40219412752811,-200,1139.5,-200,1435.75,500.5,17.074999332428,55.549999237061,1.07240039417101
2004-04-18 15:00:00,-200,1138.5,-200,6.7762101436194,-200,928.5,-200,1603.75,700.5,16.225000143051,62.400000572205,1.14228608879458
2004-04-18 16:00:00,-200,1163.25,-200,7.04420169980739,-200,920.75,-200,1603.25,782.5,17.35000038147,58.900000572205,1.15671724692361
2004-04-18 17:00:00,-200,1157.25,-200,7.66479138748536,-200,916.25,-200,1590.25,783.75,17.450000286102,54.64999961853,1.07995003381371
2004-04-18 18:00:00,-200,1154.25,-200,8.49349569485124,-200,876,-200,1622.75,860.75,17.474999904633,54.175000190735,1.07222892088253
2004-04-18 19:00:00,-200,1341.5,-200,13.5371991036683,-200,744,-200,1824,1156.25,17.049999713898,55.10000038147,1.06205632525416
2004-04-18 20:00:00,-200,1178,-200,9.2417017512885,-200,846.75,-200,1652.75,1046.75,16.35000038147,57.824999809265,1.06686373110615
2004-04-18 21:00:00,-200,1151.5,-200,8.65603917493124,-200,853.5,-200,1668.75,1033.75,15.775000095367,60.375000953674,1.07441536891451
2004-04-18 22:00:00,-200,1078,-200,6.62986707539675,-200,920.25,-200,1594.75,962,15.500000238419,63.299999237061,1.10712941222171
2004-04-18 23:00:00,-200,1167,-200,9.14509927130481,-200,826,-200,1702.25,1099.75,15,65.174999237061,1.10449942962655
2004-04-19 00:00:00,-200,1110.5,-200,7.77238684863001,-200,870.5,-200,1658.25,1047.25,14.5,67.325000762939,1.10535791270406
2004-04-19 01:00:00,-200,988.25,-200,4.21051013605492,-200,1029,-200,1499.5,873.75,14.099999904633,70.125001907349,1.12242831880743
2004-04-19 02:00:00,-200,917.25,-200,3.40219412752811,-200,1102.5,-200,1493.75,747.25,13.799999713898,73.349998474121,1.15182102910332
2004-04-19 03:00:00,-200,850,-200,1.70921180786808,-200,1275,-200,1406.75,589,13.050000190735,78.27499961853,1.17160099682672
2004-04-19 04:00:00,-200,884.75,-200,2.06974391806873,-200,1238.25,-200,1442.5,635,13,78.174999237061,1.1663586236134
2004-04-19 05:00:00,-200,888,-200,2.16965517606906,-200,1242.25,-200,1427.75,670.5,14.25,70.10000038147,1.13278545819926
2004-04-19 06:00:00,-200,1100.6666666667,-200,6.88211591620154,-200,912.66666666667,-200,1654.6666666667,991.66666666667,14.033333142598,70.933331807454,1.13055828485245
2004-04-19 07:00:00,-200,1398.5,-200,16.5118997153903,-200,680.25,-200,1975.5,1308,15.350000143051,64.199999809265,1.11229922728381
2004-04-19 08:00:00,-200,1324.5,-200,18.7117370538853,-200,651.75,-200,1968.75,1303,16.549999713898,57.949999809265,1.08264341153161
2004-04-19 09:00:00,-200,1058.25,-200,8.53088910572999,-200,875.75,-200,1593.5,893.25,18.824999809265,47.97500038147,1.03225638062585
2004-04-19 10:00:00,-200,989.75,-200,6.7592549148522,-200,946.75,-200,1502.75,714.75,19.500000476837,43.275000572205,0.970568269298919
2004-04-19 11:00:00,-200,1018,-200,7.52232671074641,-200,949.5,-200,1573.5,684.5,18.5,45.549999237061,0.960631110085856
2004-04-19 12:00:00,-200,1105.25,-200,10.8802859628418,-200,810.5,-200,1708.5,946.5,18.025000095367,46.72500038147,0.956887581741297
2004-04-19 13:00:00,-200,1194,-200,13.3856570333458,-200,742.75,-200,1846.5,1049.25,16.475000143051,58.150000572205,1.08129227328622
2004-04-19 14:00:00,-200,1088,-200,7.85049202608833,-200,891.5,-200,1565,741,12.125,75.60000038147,1.06620169532234
2004-04-19 15:00:00,-200,1084,-200,8.84521915719665,-200,871.75,-200,1602.25,801,11.100000143051,75.575000762939,0.997393909488627
2004-04-19 16:00:00,-200,1206.5,-200,11.4823039835425,-200,797.25,-200,1700.75,969.25,10.475000143051,79.049999237061,1.00163485830387
2004-04-19 17:00:00,-200,1186.25,-200,11.767009701938,-200,807.5,-200,1684.25,1037.75,9.9500002861023,80.47500038147,0.985272032433609
2004-04-19 18:00:00,-200,1052.5,-200,8.28292428644746,-200,916.25,-200,1528,888.5,11.25,70.450000762939,0.938861257610816
2004-04-19 19:00:00,-200,1031.5,-200,7.8866528124657,-200,920.75,-200,1507.75,879.25,10.700000047684,71.524997711182,0.919685927985602
2004-04-19 20:00:00,-200,988.5,-200,6.74796149133777,-200,960,-200,1475.5,846.25,9.875,73.950000762939,0.900945419316484
2004-04-19 21:00:00,-200,930,-200,4.63950318935251,-200,1084.75,-200,1390.75,712.25,10.775000095367,68.150001525879,0.880582447313318
2004-04-19 22:00:00,-200,951.25,-200,5.04615109118993,-200,1055.5,-200,1431,746.75,10.150000095367,73.97500038147,0.917629933343406
2004-04-19 23:00:00,-200,985.25,-200,5.33380973953333,-200,1017,-200,1443.75,790.75,10.100000143051,77.47500038147,0.957906409648793
2004-04-20 00:00:00,-200,936.75,-200,3.86146396263316,-200,1135.75,-200,1376.75,636.75,9.9249999523163,77.699998855591,0.949739883427715
2004-04-20 01:00:00,-200,886.75,-200,2.93620433550617,-200,1222.25,-200,1356.75,552.5,9.4999997615814,80.200000762939,0.953330211417859
2004-04-20 02:00:00,-200,806,-200,1.49525659504461,-200,1429.25,-200,1289.5,448.75,9.5250000953674,79.700000762939,0.948944811846442
2004-04-20 03:00:00,-200,770.5,-200,0.840593623200146,-200,1587.25,-200,1276.75,484.5,9.6750001907349,78.89999961853,0.948721634584481
2004-04-20 04:00:00,-200,801.5,-200,1.20290980559212,-200,1523.25,-200,1314.75,540.25,9.75,80.025001525879,0.966997544846898
2004-04-20 05:00:00,-200,877.5,-200,2.87707751698923,-200,1260.25,-200,1410,685,10.025000095367,79.649997711182,0.979974239463781
2004-04-20 06:00:00,-200,1069.5,-200,7.61717656778205,-200,942,-200,1624.5,925.25,10.275000095367,79.375,0.992697439852317
2004-04-20 07:00:00,-200,1430,-200,20.7171932696845,-200,638.25,-200,2069.25,1382,10.975000143051,77.424999237061,1.01353742418773
2004-04-20 08:00:00,-200,1564.5,-200,29.9205699460615,-200,539.75,-200,2395.5,1645.25,12.349999904633,69.22500038147,0.990560795977088
2004-04-20 09:00:00,-200,1364.5,-200,20.0929435644942,-200,637.25,-200,1999.25,1514,14.524999856949,60.425001144409,0.993647290085336
2004-04-20 10:00:00,-200,1348.25,-200,17.1368415968997,-200,678,-200,1874.25,1508.75,16.049999713898,56.25,1.01845923321781
2004-04-20 11:00:00,-200,1311.25,-200,19.379394296493,-200,647.5,-200,1990.5,1519.5,18.14999961853,51.125000953674,1.05513000989208
2004-04-20 12:00:00,-200,1302.25,-200,18.6943020078978,-200,658,-200,1969.75,1471.25,22.97500038147,37.525000572205,1.03886783566097
2004-04-20 13:00:00,-200,1249.5,-200,15.7750750205356,-200,719.75,-200,1869.5,1282,21.800000190735,39.574999809265,1.02089157349829
2004-04-20 14:00:00,-200,1082.75,-200,10.2651290611248,-200,859,-200,1643.25,1004,21.949999809265,37.200000762939,0.968349108545961
2004-04-20 15:00:00,-200,1004.5,-200,7.88062109513831,-200,956,-200,1530.25,713.75,23.799999713898,31.399999141693,0.913200103800831
2004-04-20 16:00:00,-200,1129,-200,13.7047346900884,-200,843.5,-200,1742,940.25,25.875,26.900000095367,0.884468701753994
2004-04-20 17:00:00,-200,1327.25,-200,19.7437142770464,-200,711.5,-200,1937.5,1272,25.849999904633,29.875000476837,0.980845075673378
2004-04-20 18:00:00,-200,1427.5,-200,25.3223757644052,-200,599.25,-200,2156,1525.5,22.599999904633,39.450000762939,1.06787722170404
2004-04-20 19:00:00,-200,1425.5,-200,23.8531250458809,-200,612,-200,2102,1488,19.925000190735,45.025000572205,1.03643909621007
2004-04-20 20:00:00,-200,1310.25,-200,20.5898757716445,-200,662.75,-200,1958.25,1474.5,17.924999713898,47.449999809265,0.965732588134965
2004-04-20 21:00:00,-200,1113.75,-200,12.2650956643348,-200,791.5,-200,1704,1181.75,16.775000095367,50.375000953674,0.95445761223013
2004-04-20 22:00:00,-200,990.75,-200,7.7484214964439,-200,931.5,-200,1549.75,932.5,15.974999904633,52.025000572205,0.937535082840546
2004-04-20 23:00:00,-200,1089.25,-200,9.01696978695623,-200,865.75,-200,1589,1000.75,14.199999809265,59.099999427795,0.951998563272674
2004-04-21 00:00:00,-200,911.25,-200,4.53893215405238,-200,1070.75,-200,1411.75,755.75,14.174999952316,56.650000572205,0.911083427249538
2004-04-21 01:00:00,-200,1004.5,-200,5.78061879979887,-200,975.5,-200,1474,951.5,12.249999761581,67.700000762939,0.96251564781547
2004-04-21 02:00:00,-200,862.75,-200,3.18601046973396,-200,1172.25,-200,1381,807.5,13.200000047684,61.72500038147,0.932807734575666
2004-04-21 03:00:00,-200,856.5,-200,3.01583630343583,-200,1196.75,-200,1375.25,779,10.899999856949,71,0.92490567661361
2004-04-21 04:00:00,-200,803.5,-200,2.01211117098598,-200,1301,-200,1318.5,716.5,11.299999952316,67.600001335144,0.903809183020455
2004-04-21 05:00:00,-200,870.75,-200,3.7027089847838,-200,1159.5,-200,1420.5,779,10.100000143051,71.824998855591,0.888049389325894
2004-04-21 06:00:00,-200,1034.5,-200,8.73150190350893,-200,886.5,-200,1598.75,1008.5,10.225000143051,70.925001144409,0.884122952615809
2004-04-21 07:00:00,-200,1512.75,-200,27.0325715844977,-200,572.25,-200,2248.75,1594.5,11.75,65.999998092651,0.908528104784097
2004-04-21 08:00:00,-200,1726.25,-200,40.2600608433674,-200,478,-200,2684,1939.75,14.024999856949,58.199999809265,0.927118250885862
2004-04-21 09:00:00,-200,1396,-200,19.9762437899039,-200,619.25,-200,1990.75,1628.25,17.000000238419,50.199999809265,0.964595846284278
2004-04-21 10:00:00,-200,1333,-200,17.0613263496404,-200,667.5,-200,1854.25,1572.75,22.325000286102,36.949999809265,0.983811274741524
2004-04-21 11:00:00,-200,1161.25,-200,11.0468998287296,-200,849.25,-200,1641.75,1186.75,24.449999809265,30.900000095367,0.934048099907537
2004-04-21 12:00:00,-200,1081.25,-200,10.5913136173638,-200,899.75,-200,1561,900.25,25.875000476837,26.675000190735,0.877070757064902
2004-04-21 13:00:00,-200,1075.25,-200,10.5434742539285,-200,914,-200,1573.75,800,25.825000286102,26.050000190735,0.854008982797294
2004-04-21 14:00:00,-200,1055.25,-200,9.64557222773208,-200,953,-200,1512.5,769.5,26.349999904633,24.825000286102,0.839296330606741
2004-04-21 15:00:00,-200,1052.5,-200,9.33873665779321,-200,988,-200,1483,758,27,22.224999904633,0.780473234462084
2004-04-21 16:00:00,-200,1087.25,-200,12.7497388705778,-200,943.5,-200,1557.75,885.75,27.299999713898,20.450000286102,0.73079628918977
2004-04-21 17:00:00,-200,1303.5,-200,19.797271895903,-200,765,-200,1838.25,1218.75,25.849999904633,24.10000038147,0.791242387300343
2004-04-21 18:00:00,-200,1625,-200,32.4679990397817,-200,601.25,-200,2271.25,1724.5,25.25,28.875,0.915119592516941
2004-04-21 19:00:00,-200,1648.5,-200,33.6012025964215,-200,584,-200,2328,1744.5,23.775000095367,33.699999809265,0.978632390915276
2004-04-21 20:00:00,-200,1442.75,-200,26.0408761991822,-200,634.5,-200,2072.5,1600,21.400000572205,35.97500038147,0.905855821412959
2004-04-21 21:00:00,-200,1209.3333333333,-200,16.4375725505964,-200,753,-200,1737.3333333333,1310,19.799999872843,39.466667175293,0.901571280540967
2004-04-21 22:00:00,-200,1104.75,-200,10.5981553482933,-200,846.75,-200,1572.5,1208.25,19.22500038147,42.050000190735,0.927310203674882
2004-04-21 23:00:00,-200,1020.25,-200,7.13644230288011,-200,932.5,-200,1491.75,1074,18.825000286102,45.800001144409,0.985457934898547
2004-04-22 00:00:00,-200,990.75,-200,6.35777886479979,-200,973.25,-200,1469,992.5,17.124999523163,50.75,0.982794119902031
2004-04-22 01:00:00,-200,937.25,-200,4.55324189331617,-200,1058.25,-200,1420,922.5,16.225000143051,53.39999961853,0.977533271579059
2004-04-22 02:00:00,-200,881.5,-200,3.03187161138933,-200,1141.25,-200,1376.5,819.25,16.049999713898,53.52499961853,0.969120534568387
2004-04-22 03:00:00,-200,843.25,-200,2.17313616174363,-200,1241.5,-200,1340.5,726.5,14.299999952316,59.224999427795,0.960096864915303
2004-04-22 04:00:00,-200,819.25,-200,1.74393726255512,-200,1294.5,-200,1315.5,694,13.275000095367,62.550000190735,0.949825674775385
2004-04-22 05:00:00,-200,834,-200,2.15575503266279,-200,1276.25,-200,1334.75,727.25,13.375000238419,59.52499961853,0.909693371243202
2004-04-22 06:00:00,-200,976.5,-200,5.73840986160707,-200,989.5,-200,1473.5,926.25,12.174999952316,64.050001144409,0.906228474957767
2004-04-22 07:00:00,-200,1234.25,-200,13.750578614056,-200,767,-200,1728.75,1193.5,13.875,57.224999427795,0.902916385066023
2004-04-22 08:00:00,-200,1403.25,-200,21.599221367394,-200,622.5,-200,2003,1501.5,15.174999952316,53.150000572205,0.91073435771917
2004-04-22 09:00:00,-200,1537.5,-200,26.1413451547864,-200,592.75,-200,2185.5,1742.75,19.200000286102,41.575000762939,0.915428132766813
2004-04-22 10:00:00,-200,1342.5,-200,20.1019324719798,-200,694,-200,1945,1542,23.699999809265,30.625,0.885370829229861
2004-04-22 11:00:00,-200,1242.75,-200,15.428109897769,-200,765.75,-200,1730.75,1353.75,26.099999904633,26.77499961853,0.892060015602631
2004-04-22 12:00:00,-200,1200.5,-200,13.5599931226943,-200,814,-200,1681.5,1175,28.125,24.375000476837,0.913762525117168
2004-04-22 13:00:00,-200,1120.75,-200,11.1445893645219,-200,892.5,-200,1584.75,915.5,28.299999237061,23.925000190735,0.906014383952499
2004-04-22 14:00:00,-200,1086.75,-200,12.1633233067485,-200,908.25,-200,1562.25,817.5,27.97500038147,21.025000095367,0.781365057670606
2004-04-22 15:00:00,-200,1165,-200,17.4995968780013,-200,823.5,-200,1676,1027.75,30.800000190735,16.400000095367,0.716724304256757
2004-04-22 16:00:00,-200,1224,-200,19.061891730528,-200,805.75,-200,1738.5,1113,31.275000095367,16.174999713898,0.726205839782024
2004-04-22 17:00:00,-200,1431,-200,27.114223164369,-200,678.5,-200,2025,1431,29.425000190735,20.450000286102,0.826237870265476
2004-04-22 18:00:00,-200,1433,-200,28.2787422558138,-200,661,-200,2037.5,1503,25.75,24.324999809265,0.793950661671151
2004-04-22 19:00:00,-200,1526.75,-200,34.9896935159582,-200,587,-200,2237.75,1774.75,23.77499961853,29.474999904633,0.855940325605496
2004-04-22 20:00:00,-200,1387.25,-200,22.3650010281515,-200,701,-200,1931.75,1504.75,22,34.77499961853,0.907957176911818
2004-04-22 21:00:00,-200,1158.25,-200,13.4992454096462,-200,834.75,-200,1658.5,1210.5,20.175000190735,37.425000190735,0.87475059908971
2004-04-22 22:00:00,-200,1008.5,-200,8.19687419814453,-200,982.25,-200,1466.25,872.25,19.250000476837,38.75,0.855850042505151
2004-04-22 23:00:00,-200,1025.5,-200,7.77838311612805,-200,976.25,-200,1466.75,855.25,17.874999523163,43.650000572205,0.88564314397404
2004-04-23 00:00:00,-200,1118.5,-200,10.0367184726305,-200,873,-200,1593,1170.25,17.224999904633,47.900000572205,0.933400034588061
2004-04-23 01:00:00,-200,999.75,-200,6.59628919362769,-200,958,-200,1467,1024.25,16.349999666214,49.650000572205,0.916036016613204
2004-04-23 02:00:00,-200,865.5,-200,3.3769414676322,-200,1155.25,-200,1336.5,841.25,16.674999952316,46.5,0.875548755381168
2004-04-23 03:00:00,-200,847.5,-200,2.8340441550903,-200,1202.25,-200,1325,760,14.625,53.02499961853,0.877508216789769
2004-04-23 04:00:00,-200,843.75,-200,2.33582400211631,-200,1212.75,-200,1313.5,803,14.125,53.85000038147,0.863301301195227
2004-04-23 05:00:00,0.6,852.25,46,2.90854800942283,59,1186,59,1321.25,792.75,14.200000047684,52.224999427795,0.841254241242791
