product,sales
12701904,2
12701906,3
12701908,4
12701911,50
12701912,22
12701913,31
12701914,29
12701915,20
12701916,76
12701917,16
12701918,21
12701919,3
12701920,1
12701921,24
12701923,3
12701924,3
12701926,4
12701929,1
12701930,5
12701932,23
12701933,85
12701934,18
12701936,30
12701937,1
12701947,13
12701948,6
12701949,3
12701951,26
12701952,5
12701954,17
12701955,51
12701957,14
12701959,52
12701960,3
12701961,91
12701963,19
12701964,4
12701965,30
12701966,9
12701967,45
12701968,1
12701970,26
12701971,11
12701972,4
12701973,36
12701974,2
12701975,24
12701976,10
12701978,3
12701979,51
12701980,57
12701981,95
12701982,706
12701983,24
12701984,13
12701985,34
12701986,73
12701987,2
12701988,8
12701989,15
12701990,51
12701992,36
12701993,369
12701994,14
12701995,5
12701996,42
12701997,27
12701998,3
12701999,121
12702000,4
12702002,15
12702003,10
12702004,12
12702005,5
12702006,3
12702009,1
12702010,9
12702011,12
12702012,30
12702013,5
12702017,2
12702021,69
12702030,3
12702036,15
12702037,1
12702038,41
12702039,152
12702041,37
12702042,29
12702043,6
12702044,1
12702045,3
12702046,1
12702047,1
12702049,113
12702050,2
12702051,12
12702053,3
12702058,5
12702064,4
12702065,1
12702068,3
12702073,1
12702074,3
12702083,6
12702086,5
12702087,1
12702088,3
12702092,1
12702093,3
12702096,2
12702100,3
12702101,1
12702105,3
12702109,1
12702117,1
12702126,3
12702129,2
12702130,6
12702132,1
12702133,2
12702134,3
12702135,8
12702136,1
12702137,2
12702148,2
12702153,2
12702157,1
12702160,1
12702163,5
12702164,2
12702165,1
12702169,1
12702170,4
12702171,1
12702175,1
12702176,2
12702177,1
12702178,10
12702180,13
12702181,3
12702182,1
12702183,2
12702184,61
12702188,1
12702198,11
12702214,1
12702216,1
12702218,1
12702224,3
12702228,5
12702245,1
12702250,8
12702259,2
12702262,3
12702264,9
12702267,1
12702269,5
12702271,1
12702275,1
12702277,1
12702282,1
12702283,1
12702285,2
12702286,3
12702292,12
12702295,14
12702296,7
12702298,1
12702299,2
12702300,1
12702302,3
12702303,1
12702308,106
12702309,18
12702311,11
12702312,12
12702313,9
12702315,4
12702316,5
12702317,5
12702318,11
12702319,3
12702320,1
12702321,3
12702322,1
12702323,2
12702324,15
12702325,15
12702326,4
12702328,4
12702329,2
12702330,57
12702331,2
12702334,14
12702336,26
12702337,1
12702338,10
12702339,7
12702340,7
12702345,3
12702347,2
12702350,2
12702351,3
12702366,6
12702367,3
12702368,2
12702369,2
12702373,1
12702374,2
12702377,1
12702378,1
12702381,2
12702383,1
12702385,2
12702388,1
12702391,1
12702392,4
12702394,1
12702397,1
12702399,17
12702401,4
12702405,3
12702411,2
12702421,2
12702423,30
12702424,1
12702428,2
12702430,1
12702437,1
12702444,2
12702447,1
12702451,1
12702453,1
12702455,8
12702457,4
12702465,1
12702466,1
12702469,3
12702473,15
12702474,1
12702475,1
12702479,32
12702480,5
12702481,4
12702485,16
12702487,1
12702488,3
12702490,27
12702492,2
12702493,5
12702494,2
12702495,6
12702496,10
12702505,3
12702506,1
12702511,2
12702520,1
12702523,1
12702529,2
12702530,63
12702531,7
12702532,1
12702534,5
12702535,4
12702536,1
12702537,5
12702539,5
12702547,1
12702548,2
12702551,8
12702558,2
12702565,8
12702574,4
12702575,5
12702577,20
12702583,2
12702585,7
12702587,4
12702589,1
12702591,7
12702592,1
12702594,2
12702595,4
12702596,2
12702598,1
12702599,2
12702600,1
12702604,15
12702605,3
12702607,5
12702609,1
12702610,2
12702612,10
12702613,1
12702614,1
12702615,9
12702620,2
12702621,67
12702623,2
12702624,12
12702628,1
12702630,1
12702632,17
12702637,3
12702638,2
12702640,4
12702642,3
12702644,9
12702647,1
12702648,1
12702649,22
12702650,15
12702651,2
12702652,3
12702653,1
12702655,2
12702658,5
12702659,1
12702661,2
12702662,4
12702663,2
12702664,1
12702665,4
12702667,1
12702668,1
12702670,9
12702671,3
12702672,1
12702673,1
12702674,2
12702677,1
12702683,2
12702684,7
12702685,4
12702686,9
12702687,9
12702690,1
12702692,15
12702693,7
12702695,1
12702697,1
12702701,1
12702702,6
12702703,3
12702706,9
12702708,1
12702712,2
12702714,1
12702715,3
12702721,5
12702734,8
12702735,1
12702737,1
12702739,2
12702742,2
12702743,1
12702748,1
12702749,16
12702750,1
12702751,8
12702752,2
12702753,6
12702754,1
12702755,81
12702757,3
12702758,1
12702759,2
12702762,1
12702764,1
12702765,11
12702766,11
12702767,2
12702768,1
12702769,2
12702770,8
12702772,299
12702773,2
12702774,2
12702776,260
12702778,13
12702780,1
12702782,1
12702786,2
12702789,4
12702792,2
12702793,1
12705628,1
12705632,7
12705634,7
12705635,2
12705637,4
12705639,5
12705642,1
12705646,2
12705647,8
12705648,1
12705649,2
12705650,3
12705651,2
12705652,1
12705653,1
12705655,1
12705656,1
12705658,1
12705662,1
12705663,1
12705666,2
12705671,1
12705678,1
12705688,2
12705689,1
12705699,3
12705700,1
12705701,1
12705714,1
12705716,1
12705721,2
12705724,1
12705726,1
12705727,1
12705728,1
12705729,2
12705732,2
12705733,2
12705735,3
12705736,1
12705738,4
12705739,6
12705740,5
12705742,4
12705743,2
12705747,1
12705748,1
12705752,1
12705756,1
12705759,2
12705760,4
12705763,2
12705765,1
12705769,1
12705782,2
12705783,1
12705785,1
12705786,3
12705787,1
12705788,6
12705790,1
12705791,3
12705792,2
12705794,1
12705795,6
12705796,1
12705799,1
12705802,1
12705803,1
12705804,2
12705805,8
12705806,1
12705808,3
12705809,1
12705811,2
12705814,2
12705817,1
12705819,1
12705820,3
12705825,1
12705827,1
12705828,1
12705829,5
12705830,9
12705834,8
12705835,4
12705836,5
12705839,2
12705842,1
12705848,1
12705851,1
12705856,4
12705863,2
12705865,1
12705872,1
12705877,1
12705880,1
12705883,1
12705884,4
12705886,1
12705893,1
12705897,1
12705902,1
12705903,1
12705905,2
12705906,1
12705916,1
12705920,1
12705922,1
12705931,1
12705937,1
12705939,1
12705941,1
12705952,1
12705956,1
12705957,1
12705959,1
12705970,2
12705975,4
12705983,1
12705986,2
12705988,3
12705990,1
12705991,2
12705992,2
12705993,6
12706002,1
12706004,1
12706017,1
12706024,2
12706027,1
12706043,1
12706068,1
12706092,1
12706100,3
12706101,1
12706108,2
12706119,2
12706122,1
12706144,1
12706145,4
12706146,1
12706148,1
12706149,2
12706162,4
12706163,1
12706168,1
12706171,4
12706179,1
12706190,1
12706196,2
12706203,1
12706213,1
12706254,2
12706259,4
12706261,1
12706262,1
12706285,1
12706296,4
12706305,2
12706309,2
12706312,1
12706321,2
12706344,4
12706348,5
12706349,2
12706351,2
12706355,1
12706357,2
12706360,1
12706362,6
12706363,1
12706366,1
12706371,1
12706378,2
12706386,3
12706391,18
12706397,1
12706398,3
12706402,1
12706404,1
12706406,2
12706407,24
12706409,1
12706411,1
12706416,1
12706418,1
12706420,1
12706423,3
12706432,10
12706434,24
12706437,1
12706443,1
12706446,1
12706447,1
12706448,1
12706452,2
12706456,1
12706458,1
12706459,2
12706461,5
12706462,7
12706463,1
12706465,1
12706468,3
12706475,10
12706478,1
12706485,1
12706486,2
12706487,1
12706493,1
12706499,2
12706500,1
12706506,2
12706509,1
12706518,2
12706520,2
12706521,7
12706522,3
12706524,6
12706527,1
12706531,6
12706532,1
12706536,2
12706538,4
12706539,2
12706543,1
12706544,1
12706558,1
12706570,2
12706574,1
12706575,2
12706579,1
12706580,3
12706581,3
12706582,4
12706583,4
12706584,1
12706586,1
12706588,1
12706590,1
12706596,4
12706600,1
12706601,2
12706605,2
12706613,7
12706621,1
12706625,3
12706626,1
12706627,2
12706630,11
12706634,1
12706636,1
12706638,2
12706640,2
12706642,3
12706646,1
12706647,2
12706649,2
12706651,1
12706652,2
12706653,1
12706654,1
12706655,1
12706656,8
12706664,2
12706665,3
12706666,1
12706674,2
12706692,1
12706694,1
12706695,1
12706699,2
12706705,1
12706706,1
12706716,2
12706720,1
12706722,1
12706727,1
12706728,3
12706730,3
12706733,1
12706735,1
12706766,2
12706767,1
12706770,2
12706776,2
12706779,1
12706780,1
12706781,1
12706783,4
12706785,1
12706786,1
12706788,2
12706800,1
12706801,1
12706802,2
12706819,1
12706820,1
12706830,1
12706831,3
12706832,5
12706834,1
12706836,1
12706837,1
12706838,1
12706842,6
12706848,5
12706856,1
12706857,1
12706879,2
12706881,1
12706884,1
12706888,2
12706893,5
12706896,6
12706950,1
12706977,2
12706980,1
12707003,1
12707008,1
12707045,1
12707056,2
12707062,1
12707065,2
12707092,1
12707101,1
12707111,1
12707119,2
12707120,1
12707121,1
12707123,1
12707130,1
12707142,7
12707145,1
12707165,3
12707184,1
12707192,1
12707233,1
12707234,1
12707245,2
12707250,3
12707272,4
12707290,1
12707292,1
12707295,9
12707296,3
12707299,5
12707310,8
12707317,5
12707320,1
12707322,3
12707329,1
12707333,3
12707335,9
12707338,3
12707342,1
12707362,1
12707366,1
12707370,1
12707372,1
12707375,1
12707379,2
12707380,4
12707386,3
12707388,1
12707390,1
12707394,3
12707396,1
12707398,1
12707404,2
12707406,8
12707409,4
12707414,5
12707446,5
12707451,20
12707458,10
12707462,4
12707466,1
12707467,2
12707470,1
12707473,1
12707476,1
12707479,2
12707480,3
12707481,1
12707489,1
12707490,1
12707491,14
12707496,3
12707499,1
12707502,3
12707503,1
12707505,2
12707513,2
12707515,1
12707518,20
12707519,1
12707520,1
12707523,1
12707525,3
12707526,1
12707527,5
12707528,2
12707530,1
12707531,2
12707532,2
12707533,14
12707534,1
12707535,1
12707536,31
12707537,18
12707538,1
12707540,1
12707541,1
12707547,1
12707553,3
12707555,1
12707563,1
12707566,1
12707567,1
12707604,1
12707633,1
12707639,1
12707641,1
12707654,1
1304772,1
1304775,2
1304777,6
1304778,4
1304780,3
1304781,10
1304782,4
1304783,4
1304784,1
1304785,2
1304786,10
1304788,2
1304789,4
1304792,5
1304793,9
1304794,4
1304795,13
1304796,3
1304797,27
1304798,8
1304800,6
1304801,1
1304802,2
1304803,1
1304804,1
1304805,1
1304806,9
1304807,20
1304809,3
1304811,1
1304812,30
1304813,21
1304814,1
1304815,2
1304816,6
1304819,2
1304820,11
1304822,3
1304823,3
1304824,2
1304825,4
1304826,18
1304827,26
1304828,1
1304829,3
1304830,3
1304831,2
1304833,12
1304834,3
1304835,7
1304836,4
1304837,12
1304838,1
1304839,11
1304843,2
1304850,2
1304851,4
1304852,1
1304855,45
1304856,9
1304857,1
1304858,2
1304861,5
1304862,12
1304863,2
1304864,3
1304865,8
1304866,2
1304867,9
1304868,12
1304882,10
1304883,51
1304884,4
1304886,4
1304887,6
1304888,8
1304889,2
1304890,2
1304891,3
1304892,3
1304893,6
1304894,10
1304895,5
1304896,2
1304897,29
1304898,6
1304899,2
1304900,5
1304901,16
1304902,1
1304903,4
1304904,6
1304905,7
1304906,1
1304907,6
1304908,3
1304911,17
1304913,10
1304914,2
1304915,1
1304916,32
1304917,44
1304918,16
1304919,8
1304920,3
1304921,1
1304922,5
1304923,2
1304924,11
1304925,19
1304926,1
1304927,23
1304928,12
1304929,4
1304930,15
1304932,5
1304936,1
1304938,10
1304939,7
1304943,2
1304944,2
1304945,17
1304946,4
1304947,7
1304948,7
1304949,5
1304950,12
1304952,4
1304953,1
1304954,2
1304955,1
1304958,11
1304959,1
1304960,2
1304965,13
1304966,1
1304969,1
1304971,2
1304976,1
1304977,1
1304978,2
1304981,2
1304983,11
1304984,20
1304985,7
1304986,3
1304993,1
1304995,4
1305000,5
1305001,5
1305005,15
1305006,1
1305007,14
1305008,7
1305012,9
1305015,10
1305016,2
1305019,1
1305020,1
1305022,3
1305023,4
1305024,1
1305026,1
1305027,4
1305029,5
1305030,5
1305031,10
1305032,6
1305033,6
1305037,3
1305039,1
1305040,2
1305045,1
1305046,2
1305047,1
1305048,2
1305050,1
1305051,1
1305052,2
1305053,2
1305054,1
1305056,1
1305067,1
1305071,5
1305073,1
1305074,1
1305075,3
1305077,46
1305078,17
1305079,4
1305080,1
1305081,3
1305082,3
1305085,1
1305087,135
1305088,11
12707662,1
12707664,1
12707666,1
12707672,2
12707674,8
12707681,19
12707687,1
12707692,1
12707696,2
12707707,1
12707716,1
12707768,1
12707769,1
12707771,1
12707773,1
12707792,1
12707795,1
12707796,1
12707798,4
12707800,2
12707803,1
12707807,31
12707809,1
12707813,1
12707818,1
12707828,1
12707835,5
12707847,1
12707848,1
12707874,1
12707902,1
12707906,1
12707915,2
12707923,1
12707940,1
12707941,2
12707963,1
12707965,1
12707968,1
12707969,3
12707982,1
12708000,1
12708001,1
12708005,1
12708022,1
12708044,1
12708045,1
12708066,1
12708077,1
12708086,1
12708087,1
12708088,1
12708091,1
12708110,2
12708112,1
12708114,3
12708120,1
12708121,1
12708122,2
12708123,1
12708126,1
12708129,7
12708134,1
12708136,3
12708138,1
12708141,2
12708143,1
12708144,6
12708145,2
12708150,1
12708151,3
12708157,4
12708158,1
12708159,1
12708160,1
12708161,1
12708162,3
12708164,2
12708167,1
12708169,2
12708172,2
12708176,1
12708182,2
12708183,1
12708184,1
12708186,7
12708191,2
12708196,1
12708201,1
12708202,1
12708205,1
12708206,1
12708208,1
12708213,1
12708214,2
12708215,1
12708218,1
12708220,2
12708221,1
12708223,3
12708224,1
12708226,1
12708232,2
12708234,1
12708239,7
12708240,3
12708242,1
12708252,1
12708254,1
12708255,5
12708258,2
12708259,1
12708266,1
12708268,1
12708269,1
12708272,1
12708277,1
12708282,3
12708291,1
12708292,2
12708296,3
12708306,1
12708333,1
12708334,2
12708336,1
12708339,1
12708340,2
12708342,1
12708357,2
12708364,2
12708371,1
12708378,1
12708379,1
12708384,1
12708385,1
12708389,1
12708392,1
12708396,2
12708401,2
12708411,1
12708418,1
12708424,1
12708427,1
12708428,1
12708431,1
12708442,1
12708447,1
12708518,1
12708520,1
12708522,2
12708545,1
12708547,1
12708560,1
12708563,1
12708575,1
12708596,1
12708615,3
12708617,1
12708641,1
12708680,1
12708714,1
12708723,1
12708725,1
12708726,1
12708737,1
12708738,1
12708790,1
12708838,1
12708851,1
12708858,2
12708863,1
12708889,1
12709050,1
12709061,1
12709093,3
12709122,1
12709127,1
12709268,1
12800003,5
12800004,1
12800005,1
12800007,3
12800009,3
12800010,24
12800012,1
12800016,1
12800018,7
12800020,9
12800022,2
12800023,2
12800024,1
12800025,2
12800029,2
12800030,1
12800031,4
12800032,5
12800037,2
12800040,1
12800057,2
12800058,1
12800059,2
12800063,1
12800067,1
12800071,1
12800072,1
12800078,1
12800082,2
12800083,3
12800084,2
12800085,17
12800086,5
12800087,2
12800093,2
12800096,1
12800100,1
12800103,1
12800107,2
12800108,2
12800111,1
12800113,2
12800116,1
12800132,5
12800133,4
12800135,3
12800137,2
12800139,1
12800142,1
12800152,2
12800154,4
12800158,2
12800161,1
12800163,2
12800167,1
12800169,3
12800176,1
12800185,1
12800187,1
12800190,1
12800191,4
12800192,3
12800199,1
12800205,1
12800206,1
12800217,4
12800221,1
12800227,1
12800234,1
12800241,1
12800244,1
12800246,1
12800298,1
12800300,1
12800305,1
12800418,1
12900057,1
12900085,1
12900098,1
12900110,1
12900111,1
12900132,1
12900142,1
12900179,1
12900192,1
12900224,2
12900309,2
12900371,1
12900532,1
13000000,1
13000001,2
13000002,12
13000004,1
13000011,1
13000021,6
13000022,2
13000023,8
13000029,1
13000031,7
13000032,2
13000033,1
13000034,1
13000035,3
13000038,2
13000042,1
13000045,2
13000047,1
13000048,1
13000049,1
13000050,1
13000051,2
13000052,1
13000056,1
13000062,1
13000065,1
13000066,1
13000074,11
1301152,1
1301329,2
1301443,1
1301472,1
1301749,1
1302086,2
1302091,2
1302096,3
1302106,1
1302158,1
1302354,4
1302380,1
1302545,1
1302650,3
1302659,2
1302736,1
1302748,1
1302821,1
1302884,1
1302887,2
1302904,1
1302990,1
1303008,1
1303042,1
1303054,3
1303058,1
1303073,1
1303103,1
1303108,1
1303196,7
1303206,1
1303209,1
1303218,1
1303306,2
1303319,1
1303328,3
1303341,1
1303344,1
1303368,1
1303381,1
1303384,1
1303393,1
1303394,1
1303400,1
1303411,1
1303421,7
1303441,1
1303450,2
1303451,1
1303452,3
1303463,1
1303464,5
1303466,29
1303468,1
1303471,11
1303476,1
1303479,3
1303481,1
1303482,1
1303484,5
1303486,15
1303487,1
1303491,1
1303501,4
1303503,1
1303524,1
1303532,1
1303535,1
1303541,18
1303543,2
1303545,1
1303550,3
1303552,5
1303558,4
1303565,1
1303578,14
1303582,2
1303583,3
1303584,2
1303593,22
1303599,1
1303631,1
1303638,4
1303641,1
1303643,3
1303644,1
1303651,1
1303656,9
1303657,4
1303661,1
1303669,3
1303672,1
1303707,1
1303723,1
1303725,5
1303728,1
1303732,2
1303742,1
1303746,2
1303747,2
1303757,1
1303759,4
1303762,1
1303768,4
1303769,3
1303778,2
1303781,19
1303786,23
1303798,7
1303800,57
1303802,7
1303822,7
1303825,2
1303827,11
1303828,44
1303829,5
1303834,2
1303847,2
1303848,7
1303861,13
1303895,2
1303901,1
1303903,1
1303904,2
1303905,2
1303949,1
1303951,1
1303960,4
1303963,1
1303964,1
1303972,2
1303975,1
1303985,1
1303990,3
1303996,1
1304005,1
1304020,27
1304025,71
1304026,7
1304042,2
1304045,11
1304053,3
1304055,3
1304057,1
1304060,2
1304062,3
1304070,9
1304071,1
1304073,2
1304074,1
1304075,1
1304079,3
1304089,6
1304101,1
1304103,1
1304104,1
1304105,5
1304106,8
1304107,7
1304110,3
1304113,13
1304119,1
1304123,11
1304124,1
1304125,2
1304132,1
1304140,1
1304141,2
1304142,1
1304144,3
1304146,7
1304150,3
1304152,1
1304154,3
1304155,1
1304156,3
1304160,2
1304167,2
1304169,5
1304171,5
1304177,18
1304189,2
1304191,1
1304193,1
1304201,4
1304205,1
1304209,3
1304211,5
1304212,4
1304221,1
1304230,2
1304238,2
1304254,1
1304257,1
1304260,2
1304265,2
1304273,1
1304280,2
1304282,2
1304289,1
1304290,11
1304296,2
1304297,451
1304300,1
1304306,17
1304307,1
1304308,11
1304313,9
1304314,2
1304315,3
1304316,2
1304319,7
1304320,3
1304323,1
1304325,2
1304330,15
1304331,1
1304334,97
1304335,1
1304336,5
1304338,2
1304341,1
1304342,4
1304350,1
1304353,1
1304355,7
1304356,3
1304357,2
1304363,1
1304364,1
1304370,2
1304372,2
1304374,1
1304377,2
1304378,1
1304379,15
1304380,23
1304381,60
1304382,6
1304385,3
1304386,1
1304388,2
1304389,3
1304390,9
1304391,2
1304392,27
1304393,1
1304394,76
1304395,21
1304396,2
1304397,11
1304398,1
1304399,19
1304400,2
1304401,3
1304402,2
1304403,2
1304406,2
1304407,1
1304408,3
1304409,62
1304410,5
1304411,19
1304412,20
1304416,1
1304417,7
1304418,1
1304419,1
1304421,2
1304423,2
1304437,7
1304438,2
1304442,2
1304443,2
1304444,1
1304445,5
1304446,2
1304447,2
1304448,2
1304450,2
1304451,4
1304453,1
1304454,18
1304455,4
1304456,2
1304460,4
1304461,2
1304462,3
1304465,2
1304466,5
1304467,1
1304468,6
1304469,17
1304470,16
1304471,20
1304472,49
1304473,2
1304474,2
1304475,16
1304479,4
1304482,10
1304483,4
1304484,99
1304485,2
1304486,5
1304487,6
1304490,48
1304491,7
1304492,1
1304493,36
1304494,13
1304496,1
1304498,1
1304499,5
1304502,2
1304504,24
1304505,21
1304506,1
1304507,3
1304508,3
1304511,12
1304512,3
1304513,4
1304515,4
1304517,1
1304521,1
1304522,10
1304523,69
1304527,14
1304528,11
1304529,4
1304530,8
1304531,5
1304532,5
1304533,6
1304534,3
1304535,2
1304536,123
1304538,3
1304539,430
1304544,13
1304545,2
1304546,2
1304548,20
1304549,1
1304550,6
1304552,64
1304553,7
1304556,8
1304557,4
1304558,1
1304559,3
1304560,2
1304561,1
1304562,5
1304563,74
1304565,2
1304566,2
1304567,7
1304568,6
1304570,1
1304571,4
1304576,11
1304577,36
1304579,4
1304582,4
1304583,1
1304587,1
1304590,1
1304596,1
1304608,1
1304610,1
1304611,7
1304612,28
1304614,1
1304615,42
1304616,1
1304617,1
1304618,1
1304619,3
1304621,1
1304622,22
1304623,4
1304624,3
1304625,4
1304626,2
1304627,8
1304628,37
1304629,58
1304630,34
1304632,2
1304634,6
1304636,3
1304637,6
1304638,10
1304641,4
1304643,17
1304644,43
1304649,18
1304650,8
1304651,21
1304652,7
1304653,34
1304654,15
1304656,3
1304657,16
1304658,67
1304659,10
1304660,3
1304661,2
1304662,1
1304663,20
1304664,3
1304665,2
1304669,8
1304670,2
1304672,8
1304676,15
1304679,1
1304680,1
1304681,6
1304682,3
1304683,1
1304686,158
1304688,2
1304689,4
1304690,4
1304691,5
1304692,6
1304693,4
1304694,6
1304695,1
1304696,100
1304698,5
1304699,6
1304703,53
1304704,18
1304709,7
1304718,205
1304720,20
1304721,1
1304722,28
1304723,39
1304724,1
1304725,35
1304726,12
1304727,4
1304729,8
1304730,7
1304732,6
1304733,19
1304734,4
1304736,32
1304737,66
1304738,2
1304740,2
1304743,6
1304745,276
1304746,13
1304747,29
1304748,18
1304749,10
1304751,63
1304752,16
1304753,3
1304754,3
1304755,3
1304756,23
1304757,1
1304758,2
1304759,13
1304760,8
1304761,4
1304762,3
1304763,6
1304764,7
1304765,1
1304767,95
1304768,74
1304769,4
1304770,18
1401598,4
1401599,7
1401600,6
1401601,6
1401602,15
1401603,4
1401604,7
1401605,3
1401606,3
1401607,12
1401608,13
1401609,2
1401610,2
1401613,6
1401614,1
1401620,25
1401623,2
1401644,12
1401645,1
1401646,1
1401656,1
1401665,11
1401666,11
1401667,13
1401668,16
1401669,1
1401670,8
1401671,9
1401673,1
1401674,1
1401677,2
1401678,16
1401679,13
1401680,1
1401681,5
1401682,3
1401684,4
1401688,1
1401689,2
1401696,1
1401709,2
1401710,1
1401747,1
1401754,3
1401756,1
1401759,1
1401760,1
1401761,1
1401762,2
1401763,1
1401764,1
1401765,5
1401767,1
1401768,1
1401772,1
1401778,1
1401779,1
1401780,1
1401782,8
1401783,3
1401784,4
1401785,1
1401786,3
1401787,2
1401788,1
1401790,6
1401791,4
1401792,7
1401793,5
1401796,1
1401797,1
1401798,1
1401799,1
1401800,3
1401801,1
1401803,2
1401804,5
1401805,5
1401806,6
1401807,1
1401808,6
1401809,4
1401810,3
1401811,1
1401812,2
1401813,1
1401814,10
1401815,4
1401820,3
1401821,1
1401822,4
1401824,1
1401825,1
1401826,3
1401828,1
1401829,2
1401830,2
1401832,1
1401834,1
1401835,2
1401836,1
1401837,1
1401839,1
1401841,1
1401842,1
1401843,2
1401844,1
1401847,2
1401850,1
1401857,2
1401858,1
1401863,2
1401867,3
1401868,1
1401871,2
1401872,11
1401878,5
1401880,9
1401882,1
1401892,11
1401895,1
1401902,3
1401904,1
1401905,2
1401906,1
1401907,4
1401912,3
1401913,2
1401914,22
1401925,15
1401929,3
1401930,1
1401932,2
1401933,1
1401936,1
1401937,1
1401938,1
1401939,3
1401940,1
1401941,1
1401943,14
1401944,5
1401948,2
1401955,1
1401957,2
14100000,3
14100001,1
14100002,5
14100003,1
14100004,1
14100005,4
14100013,1
14100018,1
14100019,1
14100038,1
14100048,1
14100054,1
14100055,1
14100056,1
14100061,2
14100065,1
14100066,1
14100068,1
14100073,1
14100074,1
14100077,1
14100078,2
14100079,1
14100084,1
14100085,1
14200009,1
14200010,1
14200013,1
14200014,1
14200021,1
14200026,1
14200034,1
14200053,1
14300000,1
14300002,2
14300006,4
14300017,5
14300019,3
14300023,1
14300025,1
14300026,1
14300028,1
14300031,1
14300068,1
14300072,1
14300077,1
14300078,1
14400000,3
14400001,15
14400011,1
14400016,2
14400017,1
14500000,10
14500001,4
14500002,16
14500003,4
14500004,1
14500005,2
14500006,1
14500009,1
14500015,4
14500016,1
14500017,4
14500026,1
14500043,1
14600020,3
14600021,1
14600028,2
14700001,1
14700004,4
14700008,1
14700013,1
14700017,1
14700018,1
14700020,2
14700022,3
14700025,1
14700028,2
14700033,2
14700036,1
14700041,1
14700044,1
14700047,2
14700049,1
14700050,5
14700051,1
14700052,8
14700064,1
14700066,2
14700069,1
14700071,2
14700073,6
14700074,1
14700076,1
14700078,1
14700082,1
14700084,5
14700087,2
14700088,1
14700089,2
14700093,4
14700095,1
14700096,12
14700100,18
14700101,2
14700102,1
14700105,3
14700106,4
14700107,1
14700111,1
14700119,1
14700120,1
14700127,1
14700129,1
14700136,1
14700139,1
14700143,1
14700144,1
14700159,1
14700164,7
14700169,1
14700185,1
14700187,1
14700188,1
14700189,1
14700191,1
14700196,1
14700203,1
14700204,4
14700211,1
14700214,1
14700232,1
14700237,1
14700239,3
14700251,1
14700253,1
14700255,1
14700264,1
14700322,1
14700332,1
14700348,1
1480000,8
1480003,2
1480005,2
1480009,1
1480017,1
1480018,1
1480021,1
1480036,1
14900004,1
1500002,2
1500017,30
1500020,3
1500021,46
1500022,3
1500027,1
1500031,2
1500073,4
1500075,4
1500076,33
1500077,5
1500078,3
1500081,1
1500082,58
1500083,3
1500113,5
1500115,1
1500141,1
1500193,2
1500208,22
1500219,63
1500227,47
1500230,1
1500232,1
1500253,1
1500258,300
1500259,54
1500261,27
1500285,11
1500289,2
1500293,2
1500294,1
1500297,67
1500298,7
1500300,1
1500301,8
1500302,13
1500309,15
1500316,4
1500324,1
1500332,5
1500348,4
1500349,1
1500364,4
1500367,1
15100000,1
15100001,1
15100002,4
15100003,3
15100006,3
15100007,2
15100008,15
15100009,49
15100010,1
15100011,8
15100013,2
15100017,4
15100019,1
15100021,3
15100022,1
15100023,1
15100028,2
15100030,3
15100031,1
15100033,20
15100034,16
15100036,1
15100038,6
15100039,4
15100041,4
15100044,1
15100046,1
15100051,1
15100053,2
15100054,1
15100056,2
15100058,2
15100059,1
15100060,4
15100061,1
15100063,3
15100064,7
15100065,1
15100066,2
15100067,4
15100069,1
15100070,4
15100071,4
15100072,2
15100074,1
15100077,3
15200005,2
15200013,6
15200016,3
15200017,1
15200036,1
15200038,1
15200047,1
15200064,3
15200089,2
15200094,1
15200136,1
15200180,1
15200181,1
15200188,1
15200214,1
15300000,1
15300001,2
15300003,3
15300006,1
15300007,8
15300008,7
15300010,2
15300011,1
15300012,13
15300016,2
15300025,3
15300031,3
15300052,4
15300054,6
15300057,1
15300058,1
15300059,1
15300068,1
15300072,1
15300078,1
15300081,1
15300082,1
15300088,1
15300096,1
15300101,1
15300102,8
15300115,1
15300118,1
15300122,2
15300135,2
15300137,4
15300143,2
15300152,13
15300154,2
15300157,2
15300165,3
15300166,1
15300180,1
15300183,2
15300186,3
15300193,2
15300198,1
15400000,8
15400001,11
15400002,38
15400003,18
15400004,5
15400005,20
15400006,22
15400008,5
15400009,4
15400010,1
15400011,9
15400012,33
15400013,29
15400014,35
15400015,5
15400016,17
15400017,11
15400018,2
15400019,2
15400020,24
15400021,67
15400022,2
15400024,6
15400026,6
15400027,24
15400028,3
15400029,7
15400030,40
15400031,11
15400032,2
15400033,2
15400039,1
15400042,1
15400045,2
15400047,4
15400048,5
15400051,1
15400054,1
15400055,5
15400056,10
15400057,7
15400058,1
15400059,7
15400060,14
15400061,22
15400062,7
15400063,31
15400066,1
15400072,1
15400073,3
15400076,2
15400079,5
15400080,2
15400082,2
15400085,1
15400093,1
15400095,2
15400099,1
15400101,1
15400107,1
15400120,2
15400128,2
15400130,1
15500001,1
15500004,1
15600002,1
15600009,1
15600015,2
15600016,3
15600018,1
15600019,2
15600023,2
15700001,1
15700005,1
15700006,10
15700008,7
15700011,1
15700013,1
15700014,2
15700018,3
15700029,1
15700032,1
15700033,1
15700040,2
1600002,26
1600007,2
1600016,3
1600023,1
1600024,1
1600039,1
1600040,46
1600044,119
1600092,1
1600094,1
1600113,9
1600119,1
1600129,29
1600153,15
1600157,12
1600158,2
1600159,2
1600166,3
1600217,1
1600249,1
